Precio,Expensas,Barrio,Dormitorios,Banos,Ambientes,Antiguedad,Sup_Cubierta_m2,Sup_Total_m2,Latitud,Longitud,Link,Amenities,Losa_Central,Aire_Acond,Apto_Credito,Cochera,Seguridad,Luminoso,Balcon_Aterrazado,A_Estrenar,Precio_m2,Proporcion_Cubierta,Indice_Seguridad,Categoria_Seguridad,Subte_Cerca,Percentil_Precio_Barrio,Score
98000,39500,Chacarita,2.0,1.0,3.0,40.0,44.0,44.0,-34.580246,,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18336314,1,0,0,0,0,0,0,0,0,2227.2727272727275,1.0,,,,0.39920948616600793,2.0
91000,180000,Chacarita,1.0,1.0,1.0,4.0,37.0,39.0,-34.58633,-58.45306,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17409784,1,0,1,1,1,0,1,1,0,2333.3333333333335,0.9487179487179487,0.42681477961268866,Insegura,1.0,0.4644268774703557,5.5
235000,80000,Chacarita,2.0,1.0,3.0,,70.0,70.0,-34.589504,-58.44791,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--17824619,0,0,0,0,0,0,1,0,1,3357.1428571428573,1.0,0.3545206130450279,Insegura,1.0,0.8873517786561265,1.0
92000,150000,Chacarita,1.0,2.0,2.0,15.0,38.0,38.0,-34.579082,-58.45985,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--19296533,1,0,0,1,1,1,1,0,0,2421.0526315789475,1.0,0.8314126173220863,Segura,0.0,0.5296442687747036,7.0
115000,120000,Chacarita,2.0,1.0,3.0,40.0,55.0,55.0,-34.58582,-58.45261,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18855837,0,0,0,0,0,0,1,0,0,2090.909090909091,1.0,0.3609956041344897,Insegura,1.0,0.3241106719367589,0.0
59000,60000,Chacarita,1.0,1.0,2.0,60.0,30.0,30.0,-34.58206,-58.45201,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--19223759,0,0,0,1,0,0,1,0,0,1966.6666666666667,1.0,0.37186646073422835,Insegura,0.0,0.2608695652173913,0.0
73000,100000,Chacarita,1.0,1.0,2.0,62.0,40.0,40.0,-34.58102,,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--17994861,0,0,0,1,0,0,1,0,0,1825.0,1.0,,,,0.20553359683794467,0.0
70000,50000,Chacarita,1.0,1.0,2.0,45.0,33.0,33.0,-34.59359,-58.449493,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--19320385,0,0,0,1,0,0,1,0,0,2121.212121212121,1.0,0.49400023761435186,Insegura,1.0,0.3359683794466403,0.0
155000,174000,Chacarita,2.0,1.0,3.0,40.0,65.0,69.0,-34.58448,-58.45101,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18805509,0,0,0,1,0,0,0,0,0,2246.376811594203,0.9420289855072463,0.5470476416775574,Segura,1.0,0.41106719367588934,0.0
75000,90000,Chacarita,1.0,1.0,2.0,50.0,37.0,37.0,-34.58039,-58.45876,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18166277,0,0,1,1,0,0,0,0,0,2027.027027027027,1.0,0.826066294404182,Segura,0.0,0.274703557312253,0.5
119000,165000,Chacarita,1.0,1.0,2.0,15.0,46.0,50.0,-34.58878,-58.44883,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--19208182,0,0,0,1,0,0,1,0,0,2380.0,0.92,0.4687537127242486,Insegura,1.0,0.4980237154150198,0.0
110000,90000,Chacarita,2.0,2.0,3.0,55.0,60.0,63.0,-34.586918,-58.452583,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--17015704,0,0,0,0,0,0,1,0,0,1746.031746031746,0.9523809523809523,0.42978495901152425,Insegura,1.0,0.1324110671936759,0.0
149000,195000,Chacarita,2.0,1.0,3.0,,49.0,49.0,-34.58485,-58.454475,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--12123754,0,0,1,0,1,0,0,0,1,3040.816326530612,1.0,0.38915290483545206,Insegura,1.0,0.8181818181818182,3.5
92000,105000,Chacarita,1.0,1.0,2.0,,48.0,51.0,-34.58465,-58.44504,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18353930,0,0,0,1,0,0,1,0,0,1803.921568627451,0.9411764705882353,0.633242247831769,Segura,0.0,0.1976284584980237,0.0
165000,80000,Chacarita,2.0,1.0,3.0,,62.0,72.0,-34.58485,-58.454475,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--15290113,0,0,1,0,0,0,1,1,1,2291.6666666666665,0.8611111111111112,0.38915290483545206,Insegura,1.0,0.4426877470355731,2.5
450000,40000,Chacarita,4.0,4.0,5.0,10.0,190.0,255.0,,-58.382393,https://www.argenprop.com/departamento-en-venta-en-chacarita-5-ambientes--16151000,1,0,0,1,1,0,0,0,0,1764.7058823529412,0.7450980392156863,,,,0.15810276679841898,4.0
140000,80000,Chacarita,2.0,1.0,3.0,,47.0,57.0,-34.58485,-58.454475,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--15290118,0,0,1,0,0,0,0,1,1,2456.1403508771928,0.8245614035087719,0.38915290483545206,Insegura,1.0,0.5691699604743083,2.5
110000,141000,Chacarita,1.0,1.0,2.0,18.0,38.0,41.0,,-58.44379,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--17777467,1,0,1,1,0,0,1,0,0,2682.9268292682927,0.926829268292683,,,,0.7035573122529645,2.5
56500,110000,Chacarita,1.0,1.0,2.0,45.0,36.0,36.0,-34.58746,-58.44689,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--19319398,0,0,0,1,0,0,0,0,0,1569.4444444444443,1.0,0.7401093026018771,Segura,1.0,0.09486166007905138,0.0
235000,80000,Chacarita,2.0,2.0,3.0,,70.0,70.0,-34.58945,-58.44785,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18076936,0,1,0,0,0,0,1,0,0,3357.1428571428573,1.0,0.34709516454793865,Insegura,1.0,0.8873517786561265,2.0
105000,99000,Chacarita,1.0,1.0,2.0,,37.0,37.0,-34.58485,-58.454475,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--11664693,0,0,1,0,1,0,1,0,1,2837.837837837838,1.0,0.38915290483545206,Insegura,1.0,0.7628458498023716,3.5
99000,99000,Chacarita,1.0,1.0,2.0,,38.0,38.0,-34.58485,-58.454475,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--11664716,0,0,1,0,1,0,1,0,1,2605.2631578947367,1.0,0.38915290483545206,Insegura,1.0,0.6521739130434783,3.5
77000,120000,Chacarita,1.0,1.0,2.0,9.0,32.0,34.0,-34.585056,-58.454277,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--15812686,1,0,0,0,0,0,1,0,0,2264.705882352941,0.9411764705882353,0.3763217298324819,Insegura,1.0,0.4308300395256917,2.0
215000,30000,Chacarita,3.0,1.0,4.0,,70.0,130.0,-34.584267,-58.449688,https://www.argenprop.com/departamento-en-venta-en-chacarita-4-ambientes--17197167,0,0,0,1,0,0,1,0,1,1653.8461538461538,0.5384615384615384,0.647974337649994,Segura,0.0,0.11067193675889328,1.0
95900,150000,Chacarita,1.0,1.0,1.0,2.0,34.0,34.0,-34.588257,-58.45004,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17981974,1,0,0,0,0,1,0,0,0,2820.5882352941176,1.0,0.5920755613639064,Segura,1.0,0.7509881422924901,5.0
89000,100000,Chacarita,1.0,1.0,2.0,60.0,34.0,34.0,-34.580074,-58.455273,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--17895828,0,0,0,1,0,0,0,0,0,2617.6470588235293,1.0,0.7284067957704645,Segura,0.0,0.6561264822134387,0.0
77000,150000,Chacarita,1.0,1.0,2.0,8.0,30.0,32.0,-34.58501,-58.45425,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--17823955,1,0,1,1,0,0,1,0,0,2406.25,0.9375,0.3763217298324819,Insegura,1.0,0.5237154150197628,2.5
77000,135000,Chacarita,1.0,1.0,2.0,9.0,32.0,32.0,-34.585155,-58.454174,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18107867,1,0,0,0,0,0,1,0,0,2406.25,1.0,0.37044077462278724,Insegura,1.0,0.5237154150197628,2.0
150000,230000,Chacarita,3.0,2.0,4.0,45.0,75.0,80.0,,-58.45211,https://www.argenprop.com/departamento-en-venta-en-chacarita-4-ambientes--13390497,0,0,0,1,0,1,1,0,0,1875.0,0.9375,,,,0.22924901185770752,3.0
75000,20000,Chacarita,1.0,1.0,2.0,40.0,42.0,42.0,-34.59311,,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--19141520,0,0,0,1,0,0,0,0,0,1785.7142857142858,1.0,,,,0.17786561264822134,0.0
120000,80000,Chacarita,1.0,1.0,2.0,24.0,41.0,42.0,,-58.45895,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--11835105,0,0,0,1,0,0,0,0,0,2857.1428571428573,0.9761904761904762,,,,0.766798418972332,0.0
173133,255000,Chacarita,1.0,1.0,2.0,,42.0,42.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--14537188,0,0,0,0,0,0,0,0,1,4122.214285714285,1.0,0.4540810264940003,Insegura,1.0,0.9644268774703557,1.0
110000,203000,Chacarita,1.0,1.0,1.0,,31.0,50.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--15996449,0,0,0,0,0,0,0,0,1,2200.0,0.62,0.4540810264940003,Insegura,1.0,0.3814229249011858,1.0
110834,180000,Chacarita,1.0,1.0,1.0,,28.0,28.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--16830734,0,0,0,0,0,0,0,0,1,3958.3571428571427,1.0,0.4540810264940003,Insegura,1.0,0.9407114624505929,1.0
84000,40000,Chacarita,1.0,1.0,1.0,,27.0,27.0,-34.589455,-58.447845,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17224690,0,1,0,0,0,0,1,0,1,3111.1111111111113,1.0,0.34709516454793865,Insegura,1.0,0.849802371541502,3.0
85000,126500,Chacarita,1.0,1.0,1.0,2.0,30.0,30.0,-34.585514,-58.451233,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17515212,1,1,1,0,0,0,1,0,0,2833.3333333333335,1.0,0.5863134133301651,Segura,1.0,0.7549407114624506,4.5
250000,350000,Chacarita,2.0,2.0,3.0,12.0,80.0,80.0,-34.582066,-58.45221,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--17669488,1,1,0,1,1,1,1,0,0,3125.0,1.0,0.3680646311037187,Insegura,0.0,0.857707509881423,9.0
100000,7200,Chacarita,1.0,1.0,1.0,3.0,38.0,38.0,,-58.449158,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--12743144,1,0,1,1,0,0,0,0,0,2631.5789473684213,1.0,,,,0.6640316205533597,2.5
124000,150000,Chacarita,1.0,1.0,1.0,1.0,43.0,47.0,,-58.446575,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17778400,1,0,1,0,0,0,0,0,1,2638.2978723404253,0.9148936170212766,,,,0.6719367588932806,3.5
166660,255000,Chacarita,1.0,1.0,2.0,,42.0,42.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--17955786,0,0,0,0,0,0,0,0,1,3968.095238095238,1.0,0.4540810264940003,Insegura,1.0,0.9446640316205533,1.0
65000,100000,Chacarita,1.0,1.0,1.0,8.0,20.0,20.0,-34.591743,-58.44763,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--13076893,0,0,1,1,0,0,1,0,0,3250.0,1.0,0.4187358916478555,Insegura,1.0,0.8735177865612648,0.5
290000,200000,Chacarita,1.0,1.0,2.0,,76.0,76.0,-34.589878,-58.44637,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--16161694,0,0,0,1,0,0,1,0,1,3815.7894736842104,1.0,0.38737079719615064,Insegura,1.0,0.932806324110672,1.0
87000,140000,Chacarita,1.0,1.0,1.0,5.0,29.0,29.0,-34.58685,-58.45358,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--16361708,1,0,1,1,0,0,1,0,0,3000.0,1.0,0.5114648924795058,Segura,1.0,0.8102766798418972,2.5
80000,150000,Chacarita,2.0,1.0,3.0,50.0,50.0,56.0,-34.58032,-58.45893,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18290573,0,0,0,0,0,0,0,0,0,1428.5714285714287,0.8928571428571429,0.8314126173220863,Segura,0.0,0.05928853754940711,0.0
115000,100000,Chacarita,1.0,1.0,1.0,5.0,37.0,37.0,-34.59074,-58.44884,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18441377,1,0,1,0,0,0,1,0,0,3108.108108108108,1.0,0.3609956041344897,Insegura,1.0,0.8458498023715415,2.5
124353,203000,Chacarita,1.0,1.0,1.0,,31.0,31.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18502589,0,0,0,0,0,0,0,0,1,4011.3870967741937,1.0,0.4540810264940003,Insegura,1.0,0.9525691699604744,1.0
123516,203000,Chacarita,1.0,1.0,1.0,,32.0,32.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18526231,1,0,0,0,1,0,1,0,1,3859.875,1.0,0.4540810264940003,Insegura,1.0,0.9367588932806324,5.0
130000,203000,Chacarita,1.0,1.0,1.0,,31.0,50.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18585960,0,0,0,0,0,0,0,0,1,2600.0,0.62,0.4540810264940003,Insegura,1.0,0.6482213438735178,1.0
150000,203000,Chacarita,1.0,1.0,1.0,,32.0,32.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18659494,1,0,0,0,1,0,1,0,1,4687.5,1.0,0.4540810264940003,Insegura,1.0,0.9841897233201581,5.0
144000,85000,Chacarita,3.0,2.0,4.0,8.0,70.0,82.0,,,https://www.argenprop.com/departamento-en-venta-en-chacarita-4-ambientes--18329653,1,0,0,0,0,0,1,1,0,1756.0975609756097,0.8536585365853658,,,,0.14624505928853754,3.0
279000,90000,Chacarita,2.0,1.0,3.0,100.0,65.0,70.0,-34.59138,-58.45027,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--17501577,0,0,0,0,0,0,0,0,0,3985.714285714286,0.9285714285714286,0.4521801116787454,Insegura,1.0,0.9486166007905138,0.0
65000,36000,Chacarita,1.0,1.0,2.0,40.0,43.0,55.0,-34.59374,-58.451717,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18783648,0,0,0,0,0,0,1,0,0,1181.8181818181818,0.7818181818181819,0.9455269098253535,Muy Segura,1.0,0.011857707509881422,1.0
134000,203000,Chacarita,1.0,1.0,1.0,,31.0,31.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18908513,1,0,0,0,1,0,1,0,1,4322.580645161291,1.0,0.4540810264940003,Insegura,1.0,0.9802371541501976,5.0
135000,203000,Chacarita,1.0,1.0,1.0,,32.0,32.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18908588,1,0,0,0,1,0,1,0,1,4218.75,1.0,0.4540810264940003,Insegura,1.0,0.9723320158102767,5.0
130000,450360,Chacarita,1.0,1.0,1.0,5.0,37.0,37.0,-34.583103,-58.448486,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18946084,1,0,0,0,0,0,0,0,0,3513.5135135135133,1.0,0.6013425210882737,Segura,0.0,0.9090909090909091,2.0
128000,344782,Chacarita,1.0,1.0,1.0,5.0,37.0,37.0,-34.582848,-58.448433,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18946094,1,0,0,0,0,0,0,0,0,3459.4594594594596,1.0,0.5920755613639064,Segura,0.0,0.9051383399209486,2.0
93000,130000,Chacarita,1.0,1.0,1.0,11.0,31.0,35.0,-34.57861,-58.457638,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--19009602,1,0,0,1,0,0,1,0,0,2657.1428571428573,0.8857142857142857,0.7862658904597838,Segura,0.0,0.6798418972332015,2.0
103000,145200,Chacarita,2.0,2.0,4.0,50.0,75.0,78.0,-34.582977,-58.453526,https://www.argenprop.com/departamento-en-venta-en-chacarita-4-ambientes--19138322,0,0,0,0,0,0,0,0,0,1320.5128205128206,0.9615384615384616,0.4956041344897232,Insegura,1.0,0.03162055335968379,0.0
190000,417000,Chacarita,1.0,1.0,1.0,10.0,59.0,67.0,-34.57618,,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--19237668,1,0,0,0,0,1,0,0,0,2835.820895522388,0.8805970149253731,,,,0.758893280632411,5.0
124000,250000,Chacarita,2.0,1.0,3.0,46.0,51.0,59.0,-34.58578,-58.45183,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--19264944,1,0,0,1,0,0,1,0,0,2101.6949152542375,0.864406779661017,0.5485327313769752,Segura,1.0,0.33201581027667987,2.0
135000,80000,Chacarita,1.0,1.0,2.0,,50.0,50.0,-34.58945,-58.44785,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--19277837,0,1,0,0,0,0,1,0,0,2700.0,1.0,0.34709516454793865,Insegura,1.0,0.7114624505928854,2.0
254000,500000,Chacarita,3.0,2.0,4.0,25.0,77.0,81.0,-34.580273,-58.45428,https://www.argenprop.com/departamento-en-venta-en-chacarita-4-ambientes--19289023,1,0,0,1,1,0,1,0,0,3135.8024691358023,0.9506172839506173,0.6976951407865035,Segura,0.0,0.8616600790513834,4.0
164000,245000,Chacarita,1.0,1.0,1.0,,40.0,73.0,-34.586903,-58.45193,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--19306954,1,0,0,0,1,0,1,0,1,2246.5753424657532,0.547945205479452,0.4540810264940003,Insegura,1.0,0.4150197628458498,5.0
95000,110000,Chacarita,1.0,1.0,1.0,10.0,32.0,32.0,-34.581657,-58.450596,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--19255096,1,0,1,0,1,0,1,0,0,2968.75,1.0,0.37798503029582986,Insegura,0.0,0.7944664031620553,4.5
169000,120600,Chacarita,2.0,2.0,3.0,2.0,60.0,69.0,-34.58893,-58.44642,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--16714305,1,1,0,0,1,1,1,0,0,2449.2753623188405,0.8695652173913043,0.5393251752405845,Segura,1.0,0.5533596837944664,9.0
63900,140000,Chacarita,1.0,1.0,2.0,40.0,35.0,70.0,-34.59215,-58.44692,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--15626745,0,0,0,0,1,1,1,0,0,912.8571428571429,0.5,0.20369490317215155,Insegura,1.0,0.003952569169960474,5.0
92000,170000,Chacarita,1.0,1.0,1.0,4.0,36.0,36.0,-34.586754,-58.45345,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--15798243,1,0,1,0,1,1,1,0,0,2555.5555555555557,1.0,0.49221812997505054,Insegura,1.0,0.6245059288537549,7.5
169000,230000,Chacarita,1.0,1.0,1.0,,32.0,32.0,-34.58907,-58.448307,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--16390031,1,0,0,1,1,0,1,0,1,5281.25,1.0,0.32529404776048476,Insegura,1.0,0.9960474308300395,5.0
88000,3000,Chacarita,1.0,2.0,2.0,1.0,40.0,40.0,-34.595688,-58.45321,https://www.argenprop.com/departamento-en-venta-en-chacarita--16930768,1,0,1,0,0,0,1,1,1,2200.0,1.0,0.9056671022929785,Muy Segura,0.0,0.3814229249011858,5.5
57000,80000,Chacarita,1.0,1.0,2.0,,34.0,46.0,,,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--16946743,1,0,1,1,0,0,1,0,1,1239.1304347826087,0.7391304347826086,,,,0.019762845849802372,3.5
74900,100000,Chacarita,1.0,1.0,1.0,17.0,26.0,26.0,-34.59194,-58.44735,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17188709,1,0,0,0,0,0,1,0,0,2880.769230769231,1.0,0.32529404776048476,Insegura,1.0,0.7707509881422925,2.0
134700,126000,Chacarita,1.0,1.0,2.0,8.0,37.0,45.0,,,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--17511525,1,1,1,1,0,1,1,0,0,2993.3333333333335,0.8222222222222222,,,,0.8023715415019763,7.5
160000,120000,Chacarita,1.0,1.0,1.0,,47.0,50.0,-34.58011,-58.44729,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17517700,0,0,0,1,0,0,0,0,0,3200.0,0.94,0.7330996792206249,Segura,0.0,0.8695652173913043,0.0
175000,210000,Chacarita,1.0,1.0,2.0,,42.0,42.0,-34.586838,-58.45197,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--17665582,1,0,1,1,1,0,1,0,1,4166.666666666667,1.0,0.4575858381846264,Insegura,1.0,0.9683794466403162,5.5
150000,324000,Chacarita,3.0,1.0,4.0,,74.0,74.0,-34.58547,-58.45116,https://www.argenprop.com/departamento-en-venta-en-chacarita-4-ambientes--17667160,0,0,0,0,0,0,0,0,0,2027.027027027027,1.0,0.5903528573125817,Segura,1.0,0.274703557312253,0.0
230000,300000,Chacarita,4.0,2.0,5.0,50.0,90.0,125.0,-34.58283,-58.45134,https://www.argenprop.com/departamento-en-venta-en-chacarita-5-ambientes--17757899,1,0,1,1,1,0,1,0,0,1840.0,0.72,0.4356659142212189,Insegura,0.0,0.20948616600790515,4.5
76000,180000,Chacarita,1.0,1.0,1.0,40.0,35.0,35.0,-34.588013,-58.450714,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17819530,0,0,0,0,0,0,1,0,0,2171.4285714285716,1.0,0.567660686705477,Segura,1.0,0.3675889328063241,0.0
330000,260000,Chacarita,2.0,2.0,2.0,30.0,92.0,92.0,,-58.44732,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--17822240,1,0,0,1,1,1,1,0,0,3586.9565217391305,1.0,,,,0.9169960474308301,7.0
84900,150000,Chacarita,1.0,1.0,1.0,12.0,30.0,49.0,-34.583374,-58.468994,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--17924321,1,0,1,0,0,0,1,0,0,1732.6530612244899,0.6122448979591837,0.9047166448853511,Muy Segura,1.0,0.12648221343873517,3.5
143000,150000,Chacarita,2.0,1.0,3.0,,63.0,63.0,-34.58155,-58.451332,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--17942416,0,0,0,1,0,0,1,0,1,2269.84126984127,1.0,0.3545206130450279,Insegura,0.0,0.43478260869565216,1.0
76687,129000,Chacarita,1.0,1.0,1.0,10.0,30.0,32.0,-34.58083,-58.45792,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18054653,1,0,0,1,0,0,0,0,0,2396.46875,0.9375,0.8751336580729476,Segura,0.0,0.5098814229249012,2.0
76699,129000,Chacarita,1.0,1.0,1.0,10.0,30.0,32.0,-34.58083,-58.45792,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18054655,1,0,0,1,0,0,0,0,0,2396.84375,0.9375,0.8751336580729476,Segura,0.0,0.5138339920948617,2.0
270000,140000,Chacarita,2.0,1.0,3.0,80.0,77.0,113.0,-34.59269,-58.450504,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18094333,0,0,0,0,0,0,1,0,0,2389.380530973451,0.6814159292035398,0.6189853867173578,Segura,1.0,0.5019762845849802,0.0
154900,300000,Chacarita,1.0,1.0,2.0,,53.0,80.0,-34.588257,-58.45004,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18103571,1,0,0,1,0,0,1,0,1,1936.25,0.6625,0.5920755613639064,Segura,1.0,0.25296442687747034,3.0
58900,78000,Chacarita,1.0,1.0,2.0,40.0,31.0,31.0,-34.580296,-58.455116,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18171730,0,0,0,0,0,0,1,0,0,1900.0,1.0,0.725199002019722,Segura,0.0,0.2450592885375494,0.0
155000,150000,Chacarita,3.0,1.0,4.0,38.0,71.0,76.0,-34.585827,-58.452606,https://www.argenprop.com/departamento-en-venta-en-chacarita-4-ambientes--18185449,0,0,0,1,0,1,1,0,0,2039.4736842105262,0.9342105263157895,0.3609956041344897,Insegura,1.0,0.2845849802371542,3.0
76600,129000,Chacarita,1.0,1.0,1.0,10.0,30.0,32.0,-34.58083,-58.45792,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18187787,1,0,0,1,0,0,0,0,0,2393.75,0.9375,0.8751336580729476,Segura,0.0,0.5059288537549407,2.0
160000,150000,Chacarita,1.0,1.0,2.0,3.0,47.0,47.0,-34.584522,-58.446716,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18200056,1,0,1,0,0,0,1,1,0,3404.255319148936,1.0,0.6257573957467031,Segura,0.0,0.8972332015810277,3.5
120000,180000,Chacarita,2.0,1.0,3.0,45.0,55.0,55.0,-34.58171,-58.451954,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18213876,0,1,1,1,0,0,1,0,0,2181.818181818182,1.0,0.37798503029582986,Insegura,0.0,0.37351778656126483,2.5
200000,180000,Chacarita,1.0,1.0,2.0,20.0,65.0,65.0,-34.582977,-58.446465,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18254761,0,0,0,0,0,0,1,0,0,3076.923076923077,1.0,0.5920755613639064,Segura,0.0,0.8379446640316206,0.0
83000,110000,Chacarita,2.0,1.0,3.0,58.0,47.0,47.0,,,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18295234,1,0,0,1,0,0,1,0,0,1765.9574468085107,1.0,,,,0.16205533596837945,2.0
125000,40000,Chacarita,1.0,1.0,2.0,,41.0,41.0,-34.589455,-58.447845,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18345102,1,1,0,0,0,1,1,0,1,3048.7804878048782,1.0,0.34709516454793865,Insegura,1.0,0.8260869565217391,8.0
80000,130000,Chacarita,1.0,1.0,1.0,17.0,31.0,34.0,-34.58917,-58.45005,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--18464563,1,0,1,0,0,0,1,0,0,2352.9411764705883,0.9117647058823529,0.4687537127242486,Insegura,1.0,0.48221343873517786,2.5
130000,220000,Chacarita,2.0,1.0,3.0,35.0,59.0,70.0,-34.58717,-58.450146,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--18519023,0,0,1,0,0,0,1,0,0,1857.142857142857,0.8428571428571429,0.72686230248307,Segura,1.0,0.22134387351778656,0.5
84000,70000,Chacarita,1.0,1.0,1.0,7.0,32.0,50.0,-34.58666,-58.45341,https://www.argenprop.com/departamento-en-venta-en-chacarita-1-ambiente--16451038,0,0,0,1,0,0,0,0,0,1680.0,0.64,0.4631697754544375,Insegura,1.0,0.11857707509881422,0.0
156000,60000,Chacarita,1.0,1.0,2.0,,53.0,53.0,-34.591644,-58.452366,https://www.argenprop.com/departamento-en-venta-en-chacarita-2-ambientes--18550043,0,1,0,0,0,0,0,0,1,2943.396226415094,1.0,0.8801235594629916,Segura,1.0,0.7865612648221344,3.0
