Precio,Expensas,Barrio,Dormitorios,Banos,Ambientes,Antiguedad,Sup_Cubierta_m2,Sup_Total_m2,Latitud,Longitud,Link,Amenities,Losa_Central,Aire_Acond,Apto_Credito,Cochera,Seguridad,Luminoso,Balcon_Aterrazado,A_Estrenar,Precio_m2,Proporcion_Cubierta,Indice_Seguridad,Categoria_Seguridad,Subte_Cerca,Percentil_Precio_Barrio,Score
195000,224000,Balvanera,2.0,2.0,3.0,,69.0,79.0,-34.61919,,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--12643147,1,0,1,1,1,1,1,0,1,2468.3544303797466,0.8734177215189873,,,,0.9611510791366906,8.5
158000,115000,Balvanera,2.0,1.0,3.0,45.0,72.0,95.0,-34.618027,-58.399097,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--16962469,1,0,0,0,0,0,1,0,0,1663.157894736842,0.7578947368421053,0.5328501841511227,Segura,0.0,0.6064748201438849,2.0
180000,500000,Balvanera,3.0,3.0,4.0,50.0,93.0,93.0,-34.60041,-58.40545,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18541975,0,0,0,0,1,0,1,0,0,1935.483870967742,1.0,0.2011405488891529,Insegura,1.0,0.8287769784172662,2.0
69900,167000,Balvanera,1.0,1.0,2.0,55.0,36.0,36.0,-34.61018,-58.41135,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18309697,0,0,0,0,0,0,1,0,0,1941.6666666666667,1.0,0.13775692051799926,Insegura,1.0,0.8345323741007195,0.0
76000,80000,Balvanera,1.0,1.0,1.0,,30.0,30.0,-34.613914,-58.401226,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--12775642,1,0,1,1,0,0,1,0,1,2533.3333333333335,1.0,0.5444932873945587,Segura,1.0,0.9683453237410072,3.5
87000,140000,Balvanera,2.0,1.0,3.0,50.0,48.0,48.0,-34.61057,-58.39693,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18668862,0,0,0,1,1,0,1,0,0,1812.5,1.0,0.23345610074848522,Insegura,1.0,0.7438848920863309,2.0
81000,110000,Balvanera,1.0,1.0,2.0,60.0,50.0,50.0,,-58.40268,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18166924,0,0,0,0,0,0,1,0,1,1620.0,1.0,,,,0.5510791366906475,1.0
195000,150000,Balvanera,3.0,2.0,4.0,62.0,184.0,184.0,,,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18669993,0,0,0,0,0,0,1,0,0,1059.7826086956522,1.0,,,,0.05539568345323741,0.0
99000,120000,Balvanera,2.0,1.0,3.0,45.0,47.0,56.0,,,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18655794,0,0,0,0,0,0,1,0,0,1767.857142857143,0.8392857142857143,,,,0.6985611510791367,0.0
95000,120000,Balvanera,2.0,1.0,3.0,,83.0,83.0,,,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18639426,0,0,0,0,0,0,1,0,0,1144.578313253012,1.0,,,,0.09568345323741007,0.0
105000,171361,Balvanera,2.0,1.0,3.0,,56.0,61.0,-34.60856,-58.39165,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18542050,0,0,0,0,0,0,1,0,0,1721.311475409836,0.9180327868852459,0.03997861470832842,Muy Insegura,1.0,0.6705035971223021,-1.0
65000,125000,Balvanera,1.0,1.0,2.0,50.0,43.0,44.0,-34.61094,-58.40394,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18806016,1,0,0,0,0,0,1,0,0,1477.2727272727273,0.9772727272727273,0.04176072234762984,Muy Insegura,1.0,0.39136690647482014,1.0
52000,32500,Balvanera,1.0,1.0,2.0,90.0,54.0,54.0,-34.61499,-58.40603,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--19141467,1,0,1,1,0,0,1,0,0,962.9629629629629,1.0,0.1948437685636213,Insegura,1.0,0.02446043165467626,2.5
60000,110000,Balvanera,1.0,1.0,2.0,,39.0,39.0,-34.60338,-58.39677,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--19262375,0,0,0,1,0,0,1,0,0,1538.4615384615386,1.0,0.25115836996554597,Insegura,1.0,0.45971223021582736,0.0
149000,300000,Balvanera,6.0,1.0,7.0,80.0,238.0,250.0,-34.61011,-58.40319,https://www.argenprop.com/departamento-en-venta-en-balvanera-7-ambientes--18784706,0,0,0,1,0,0,1,0,0,596.0,0.952,0.02845431864084591,Muy Insegura,1.0,0.0028776978417266188,-1.0
75000,150000,Balvanera,1.0,1.0,2.0,40.0,42.0,42.0,-34.612564,-58.41272,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--19304271,0,1,0,0,0,1,1,0,0,1785.7142857142858,1.0,0.19668527979089934,Insegura,1.0,0.720863309352518,5.0
45000,80000,Balvanera,1.0,1.0,1.0,55.0,22.0,22.0,-34.60102,-58.397083,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--19347096,1,0,1,0,0,1,1,0,0,2045.4545454545455,1.0,0.228525602946418,Insegura,1.0,0.8719424460431655,5.5
48000,90000,Balvanera,1.0,1.0,1.0,60.0,31.0,31.0,-34.609554,-58.398384,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--19010081,0,0,0,0,0,0,1,0,0,1548.3870967741937,1.0,0.1561720327907805,Insegura,1.0,0.47050359712230216,0.0
98900,280000,Balvanera,3.0,2.0,4.0,45.0,68.0,72.0,-34.61148,-58.40723,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--19133142,0,0,0,0,0,0,0,0,0,1373.611111111111,0.9444444444444444,0.02102887014375665,Muy Insegura,1.0,0.2733812949640288,-1.0
90000,90000,Balvanera,2.0,1.0,3.0,60.0,52.0,58.0,-34.61771,-58.39579,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--17023524,0,0,0,1,1,0,0,0,0,1551.7241379310344,0.896551724137931,0.5220981347273375,Segura,0.0,0.47697841726618706,2.0
128000,140000,Balvanera,2.0,2.0,3.0,50.0,71.0,74.0,-34.60586,-58.39408,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18471595,0,0,1,1,1,0,1,0,0,1729.7297297297298,0.9594594594594594,0.09189735059997628,Muy Insegura,1.0,0.6733812949640288,1.5
140000,190000,Balvanera,2.0,2.0,3.0,45.0,70.0,85.0,-34.60092,-58.40578,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--19180662,0,0,0,0,0,0,0,0,0,1647.0588235294117,0.8235294117647058,0.2843649756445289,Insegura,1.0,0.5892086330935252,0.0
39000,100000,Balvanera,1.0,1.0,1.0,60.0,25.0,25.0,-34.60608,-58.39862,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--8377671,0,0,0,0,0,0,0,0,0,1560.0,1.0,0.2077937507425448,Insegura,1.0,0.48776978417266187,0.0
63000,70000,Balvanera,1.0,1.0,2.0,60.0,42.0,45.0,-34.61227,-58.40856,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18592428,0,0,0,0,0,0,1,0,0,1400.0,0.9333333333333333,0.05506712605441366,Muy Insegura,1.0,0.3057553956834532,-1.0
255000,300000,Balvanera,2.0,2.0,3.0,10.0,100.0,110.0,,-58.403465,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18167303,1,1,0,0,1,0,0,0,0,2318.181818181818,0.9090909090909091,,,,0.9424460431654677,6.0
119000,150000,Balvanera,2.0,2.0,4.0,60.0,94.0,100.0,,,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18764633,0,0,1,1,0,1,1,1,0,1190.0,0.94,,,,0.1237410071942446,4.5
43000,133000,Balvanera,1.0,1.0,1.0,35.0,26.0,26.0,-34.611885,-58.40873,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--13591788,1,0,0,1,0,0,1,0,0,1653.8461538461538,1.0,0.04645360579779023,Muy Insegura,1.0,0.5942446043165468,1.0
60000,140000,Balvanera,1.0,1.0,2.0,45.0,44.0,44.0,-34.60593,-58.39811,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18628380,0,0,0,0,0,0,0,0,0,1363.6363636363637,1.0,0.1931210645122965,Insegura,1.0,0.2654676258992806,0.0
69000,127000,Balvanera,1.0,1.0,2.0,40.0,37.0,42.0,-34.61445,-58.39972,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--16799676,0,0,0,1,0,0,1,0,0,1642.857142857143,0.8809523809523809,0.5806106688844006,Segura,1.0,0.5834532374100719,0.0
89000,200000,Balvanera,3.0,1.0,3.0,,103.0,103.0,-34.606213,-58.400635,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--16702469,0,0,0,0,0,0,0,0,0,864.0776699029126,1.0,0.11862896518949739,Insegura,1.0,0.012949640287769784,0.0
59000,80000,Balvanera,1.0,1.0,2.0,60.0,39.0,39.0,-34.60398,-58.39813,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--19135018,0,0,0,1,0,0,0,0,0,1512.820512820513,1.0,0.2620886301532612,Insegura,1.0,0.4366906474820144,0.0
129000,105000,Balvanera,2.0,1.0,3.0,45.0,68.0,87.0,-34.602417,-58.406048,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18760739,0,0,0,0,0,0,1,0,0,1482.7586206896551,0.7816091954022989,0.03902815730070097,Muy Insegura,1.0,0.3942446043165468,-1.0
82500,203000,Balvanera,2.0,1.0,3.0,30.0,45.0,45.0,-34.612137,-58.39831,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--19214757,0,0,0,0,0,0,1,0,0,1833.3333333333333,1.0,0.43340857787810383,Insegura,1.0,0.7568345323741007,0.0
65000,33500,Balvanera,1.0,1.0,2.0,40.0,42.0,42.0,-34.610123,-58.40594,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--12531944,0,0,1,0,0,0,0,0,0,1547.6190476190477,1.0,0.004277058334323347,Muy Insegura,1.0,0.4683453237410072,-0.5
164000,412000,Balvanera,4.0,4.0,5.0,45.0,92.0,104.0,-34.61837,-58.39508,https://www.argenprop.com/departamento-en-venta-en-balvanera-5-ambientes--18968411,0,0,0,1,1,1,1,1,0,1576.923076923077,0.8846153846153846,0.48122846619935844,Insegura,0.0,0.5079136690647482,6.0
65000,67000,Balvanera,1.0,1.0,2.0,65.0,35.0,35.0,-34.601757,-58.39968,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--17118025,0,0,0,0,0,0,1,0,0,1857.142857142857,1.0,0.2620886301532612,Insegura,1.0,0.7690647482014389,0.0
55000,135000,Balvanera,1.0,1.0,2.0,30.0,32.0,32.0,-34.611286,-58.397224,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--17137564,0,0,1,0,0,0,1,0,0,1718.75,1.0,0.30575026731614585,Insegura,1.0,0.6661870503597123,0.5
82000,70000,Balvanera,1.0,1.0,2.0,40.0,46.0,46.0,-34.617104,-58.392857,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--17206337,0,0,1,0,0,0,1,0,0,1782.608695652174,1.0,0.2548413924201022,Insegura,0.0,0.7165467625899281,0.5
75000,36000,Balvanera,1.0,1.0,2.0,30.0,55.0,55.0,-34.61781,-58.39611,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--17280281,0,0,0,0,0,0,1,0,0,1363.6363636363637,1.0,0.5157419508138292,Segura,0.0,0.2654676258992806,0.0
85000,150000,Balvanera,3.0,2.0,3.0,50.0,67.0,67.0,-34.61037,-58.41221,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--17539078,0,0,0,0,0,0,1,0,0,1268.6567164179105,1.0,0.18795295235832243,Insegura,1.0,0.17985611510791366,0.0
112000,200000,Balvanera,3.0,1.0,4.0,40.0,84.0,84.0,-34.60863,-58.40353,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--17613845,0,0,1,0,0,0,1,0,0,1333.3333333333333,1.0,0.012237139123203011,Muy Insegura,1.0,0.2302158273381295,-0.5
219000,350000,Balvanera,3.0,3.0,6.0,70.0,239.0,239.0,-34.61059,-58.40873,https://www.argenprop.com/departamento-en-venta-en-balvanera-6-ambientes--18095096,0,0,0,0,0,0,1,0,0,916.3179916317991,1.0,0.023048592134964907,Muy Insegura,1.0,0.01870503597122302,-1.0
79000,20000,Balvanera,2.0,1.0,3.0,70.0,50.0,50.0,-34.601597,-58.41239,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18261335,0,0,0,0,0,0,1,0,0,1580.0,1.0,0.044433883806581864,Muy Insegura,1.0,0.5122302158273381,-1.0
133900,35000,Balvanera,2.0,1.0,3.0,65.0,88.0,88.0,-34.608093,-58.403435,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--15959906,0,0,1,1,0,0,1,0,0,1521.590909090909,1.0,0.021860520375430625,Muy Insegura,1.0,0.4446043165467626,-0.5
129999,150000,Balvanera,3.0,1.0,4.0,50.0,100.0,100.0,-34.603287,-58.405933,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18384352,0,0,0,0,0,0,1,0,0,1299.99,1.0,0.02346441725080195,Muy Insegura,1.0,0.19280575539568345,-1.0
179000,38000,Balvanera,3.0,3.0,4.0,60.0,120.0,120.0,-34.60636,-58.403538,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--13180145,0,0,0,1,0,0,1,0,0,1491.6666666666667,1.0,0.013841035998574336,Muy Insegura,1.0,0.4071942446043165,-1.0
159600,395000,Balvanera,2.0,1.0,3.0,100.0,146.0,146.0,-34.60822,-58.394547,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18717135,0,0,0,0,0,0,1,0,0,1093.150684931507,1.0,0.06706665082570984,Muy Insegura,1.0,0.06762589928057554,-1.0
85000,120000,Balvanera,1.0,1.0,1.0,15.0,34.0,34.0,-34.616524,,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--18907183,0,0,0,0,1,0,1,0,0,2500.0,1.0,,,,0.9654676258992806,2.0
149500,400000,Balvanera,3.0,2.0,4.0,100.0,90.0,90.0,-34.60095,-58.401474,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18949917,0,0,0,0,0,0,1,0,0,1661.111111111111,1.0,0.2701081145301176,Insegura,1.0,0.6028776978417266,0.0
76000,92000,Balvanera,1.0,1.0,1.0,,31.0,31.0,-34.616558,-58.40478,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--18980260,0,0,0,0,0,0,1,0,1,2451.6129032258063,1.0,0.3745396221931805,Insegura,1.0,0.958273381294964,1.0
150000,255000,Balvanera,4.0,2.0,5.0,30.0,120.0,135.0,-34.616432,-58.39962,https://www.argenprop.com/departamento-en-venta-en-balvanera-5-ambientes--19082312,1,0,0,0,0,0,1,0,0,1111.111111111111,0.8888888888888888,0.5013068789354878,Segura,1.0,0.07697841726618705,2.0
75000,140000,Balvanera,2.0,1.0,3.0,40.0,47.0,47.0,-34.60928,-58.39736,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--19118765,0,0,0,0,0,0,1,0,0,1595.7446808510638,1.0,0.14512296542711178,Insegura,1.0,0.5273381294964029,0.0
175000,200000,Balvanera,3.0,2.0,4.0,25.0,75.0,75.0,-34.60111,-58.402267,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--19224026,0,0,0,0,0,0,1,0,0,2333.3333333333335,1.0,0.2607817512177736,Insegura,1.0,0.9446043165467626,0.0
124000,200000,Balvanera,2.0,1.0,4.0,50.0,73.0,73.0,-34.610123,-58.40594,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--17303496,0,0,1,0,0,1,0,0,0,1698.6301369863013,1.0,0.004277058334323347,Muy Insegura,1.0,0.6431654676258993,2.5
140000,251500,Balvanera,3.0,1.0,3.0,40.0,85.0,85.0,-34.60205,-58.39908,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18987133,0,0,0,1,0,0,1,0,0,1647.0588235294117,1.0,0.27907805631460136,Insegura,1.0,0.5892086330935252,0.0
63900,26000,Balvanera,1.0,1.0,2.0,7.0,50.0,56.0,-34.60942,-58.41185,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--14992507,0,0,0,0,1,0,0,0,0,1141.0714285714287,0.8928571428571429,0.13342045859569918,Insegura,1.0,0.08920863309352518,2.0
82000,124000,Balvanera,2.0,1.0,3.0,55.0,50.0,55.0,-34.61429,-58.407352,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--15357062,1,0,0,1,0,0,1,0,0,1490.909090909091,0.9090909090909091,0.15516217179517644,Insegura,1.0,0.40575539568345326,2.0
110000,180000,Balvanera,3.0,1.0,4.0,45.0,89.0,89.0,-34.61265,-58.408382,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--17042209,1,0,0,1,0,0,1,0,0,1235.9550561797753,1.0,0.07663062848996083,Muy Insegura,1.0,0.16115107913669063,1.0
120000,150000,Balvanera,3.0,2.0,4.0,40.0,100.0,108.0,-34.60719,-58.39996,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18469250,0,0,0,1,0,1,1,1,0,1111.111111111111,0.9259259259259259,0.13217298324818816,Insegura,1.0,0.07697841726618705,4.0
190000,250000,Balvanera,3.0,2.0,4.0,60.0,113.0,120.0,-34.610123,-58.40594,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18510686,0,1,1,0,1,0,0,0,0,1583.3333333333333,0.9416666666666667,0.004277058334323347,Muy Insegura,1.0,0.516546762589928,3.5
96000,20700,Balvanera,2.0,1.0,3.0,,50.0,54.0,-34.615948,-58.391808,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--10853690,0,0,0,0,0,0,0,0,0,1777.7777777777778,0.9259259259259259,0.18118094332897705,Insegura,0.0,0.7107913669064748,0.0
89000,250000,Balvanera,3.0,2.0,4.0,35.0,77.0,77.0,-34.61365,-58.408566,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18136690,1,0,0,1,0,0,1,0,0,1155.844155844156,1.0,0.13532137341095407,Insegura,1.0,0.10215827338129496,2.0
175000,300000,Balvanera,2.0,1.0,3.0,40.0,90.0,100.0,-34.616444,-58.40197,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18358159,1,0,0,0,1,0,1,0,0,1750.0,0.9,0.43067601283117496,Insegura,1.0,0.6820143884892086,4.0
58000,54000,Balvanera,1.0,1.0,2.0,46.0,36.0,45.0,-34.60378,-58.39694,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18212726,0,0,0,0,0,0,1,0,0,1288.888888888889,0.8,0.24159439230129498,Insegura,1.0,0.18705035971223022,0.0
180000,125000,Balvanera,3.0,2.0,4.0,52.0,180.0,185.0,-34.61008,-58.39555,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18212656,0,0,0,0,0,0,1,0,0,972.972972972973,0.972972972972973,0.15890459783770938,Insegura,1.0,0.027338129496402876,0.0
240000,204000,Balvanera,3.0,3.0,4.0,,141.0,141.0,-34.61027,-58.39437,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18212624,0,0,0,0,0,0,1,0,0,1702.127659574468,1.0,0.07615539978614705,Muy Insegura,1.0,0.6482014388489209,-1.0
89500,132000,Balvanera,2.0,1.0,3.0,56.0,52.0,52.0,-34.61527,-58.40031,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18212602,0,0,0,0,0,1,1,0,0,1721.1538461538462,1.0,0.5788879648330759,Segura,1.0,0.6690647482014388,3.0
49000,236000,Balvanera,1.0,1.0,1.0,10.0,34.0,34.0,-34.61611,-58.40825,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--15654043,1,0,0,0,0,0,1,1,0,1441.1764705882354,1.0,0.2827610787691577,Insegura,1.0,0.3539568345323741,3.0
45000,80000,Balvanera,1.0,1.0,1.0,57.0,18.0,18.0,-34.60249,-58.39854,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--19016060,0,0,0,0,0,0,1,0,0,2500.0,1.0,0.31151241534988716,Insegura,1.0,0.9654676258992806,0.0
66000,115000,Balvanera,1.0,1.0,2.0,45.0,35.0,45.0,-34.61428,-58.40502,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18596557,0,0,1,1,0,0,1,0,0,1466.6666666666667,0.7777777777777778,0.25989069739812287,Insegura,1.0,0.379136690647482,0.5
119000,175000,Balvanera,2.0,1.0,3.0,50.0,70.0,76.0,-34.606094,-58.398315,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--19089553,0,0,0,0,0,0,0,0,0,1565.7894736842106,0.9210526315789473,0.1798740643934894,Insegura,1.0,0.4892086330935252,0.0
109000,250000,Balvanera,2.0,1.0,3.0,70.0,67.0,67.0,-34.607197,-58.396152,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--19178061,1,0,0,1,0,1,1,0,0,1626.865671641791,1.0,0.25864322205061185,Insegura,1.0,0.5625899280575539,5.0
59000,80000,Balvanera,1.0,1.0,1.0,40.0,30.0,35.0,-34.61316,-58.38277,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--12737163,0,0,0,1,0,0,0,0,0,1685.7142857142858,0.8571428571428571,0.4670310086729238,Insegura,1.0,0.637410071942446,0.0
48000,130000,Balvanera,1.0,1.0,1.0,,24.0,27.0,-34.61311,-58.40155,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--15198417,0,0,0,1,0,0,0,0,0,1777.7777777777778,0.8888888888888888,0.4687537127242486,Insegura,1.0,0.7107913669064748,0.0
70000,130000,Balvanera,2.0,1.0,3.0,90.0,57.0,57.0,-34.61159,-58.40892,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--19305118,0,0,1,1,0,0,0,0,0,1228.0701754385964,1.0,0.045206130450279214,Muy Insegura,1.0,0.15899280575539568,-0.5
125000,230000,Balvanera,2.0,1.0,3.0,14.0,50.0,60.0,-34.61659,-58.40545,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--19298452,1,0,0,0,0,0,1,0,0,2083.3333333333335,0.8333333333333334,0.38457882856124515,Insegura,1.0,0.8841726618705036,2.0
115000,323000,Balvanera,2.0,1.0,3.0,60.0,80.0,80.0,-34.60513,-58.40893,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18488308,0,0,0,1,0,0,1,0,0,1437.5,1.0,0.014494475466318213,Muy Insegura,1.0,0.34820143884892085,-1.0
144500,280000,Balvanera,3.0,2.0,4.0,60.0,90.0,91.0,-34.60123,-58.40087,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18875270,0,0,0,1,0,0,1,0,0,1587.9120879120878,0.989010989010989,0.33574907924438635,Insegura,1.0,0.520863309352518,0.0
59000,95000,Balvanera,1.0,1.0,2.0,50.0,46.0,46.0,-34.60617,-58.401966,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18357347,0,0,0,1,0,0,1,0,0,1282.608695652174,1.0,0.09623381252227636,Muy Insegura,1.0,0.1856115107913669,-1.0
170000,400000,Balvanera,3.0,1.0,4.0,40.0,75.0,83.0,-34.600613,-58.40225,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18340257,0,0,0,0,1,0,1,0,0,2048.1927710843374,0.9036144578313253,0.21147677319710112,Insegura,1.0,0.8733812949640288,2.0
92000,110000,Balvanera,2.0,1.0,3.0,45.0,50.0,50.0,-34.61014,-58.38815,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--19012654,0,0,0,0,0,0,1,0,0,1840.0,1.0,0.06540335036236189,Muy Insegura,1.0,0.7597122302158273,-1.0
115000,150000,Balvanera,2.0,1.0,3.0,45.0,50.0,60.0,-34.59945,-58.40388,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--16133735,0,0,0,1,0,0,0,0,0,1916.6666666666667,0.8333333333333334,0.1107876915765712,Insegura,1.0,0.8201438848920863,0.0
79500,11111,Balvanera,1.0,1.0,2.0,,35.0,37.0,,,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18595234,0,0,0,1,1,0,0,0,1,2148.6486486486488,0.9459459459459459,,,,0.9079136690647482,3.0
159000,420000,Balvanera,6.0,4.0,7.0,112.0,231.0,231.0,-34.61113,-58.40276,https://www.argenprop.com/departamento-en-venta-en-balvanera-7-ambientes--19178189,0,0,0,0,0,1,1,0,0,688.3116883116883,1.0,0.14595461565878576,Insegura,1.0,0.0057553956834532375,3.0
74900,11111,Balvanera,1.0,1.0,2.0,,38.0,41.0,,,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18595262,0,0,0,0,0,0,0,0,1,1826.8292682926829,0.926829268292683,,,,0.753956834532374,1.0
50000,100000,Balvanera,1.0,1.0,2.0,55.0,27.0,35.0,-34.61159,-58.40155,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18230170,0,0,1,1,0,1,1,0,0,1428.5714285714287,0.7714285714285715,0.36467862658904593,Insegura,1.0,0.3402877697841727,3.5
136000,377000,Balvanera,2.0,1.0,4.0,50.0,117.0,122.0,-34.61852,-58.391533,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--19103835,0,1,0,1,0,0,1,0,0,1114.7540983606557,0.9590163934426229,0.21385291671616968,Insegura,1.0,0.08057553956834532,2.0
43000,140000,Balvanera,1.0,1.0,1.0,36.0,20.0,20.0,-34.60278,-58.40725,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--19313651,0,0,0,0,1,0,1,0,0,2150.0,1.0,0.030533444220030903,Muy Insegura,1.0,0.9100719424460432,1.0
54900,60000,Balvanera,1.0,1.0,1.0,18.0,28.0,32.0,-34.61711,-58.40534,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--16270982,0,0,0,0,0,1,0,0,0,1715.625,0.875,0.3665201378163241,Insegura,1.0,0.6647482014388489,3.0
95000,170000,Balvanera,1.0,1.0,2.0,2.0,45.0,48.0,-34.61732,-58.39615,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--17660478,0,0,1,1,0,0,1,0,1,1979.1666666666667,0.9375,0.4670310086729238,Insegura,0.0,0.8503597122302158,1.5
90000,141000,Balvanera,1.0,1.0,2.0,48.0,37.0,42.0,-34.60309,-58.39537,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--12723550,1,1,1,0,0,1,1,0,0,2142.8571428571427,0.8809523809523809,0.3501841511227278,Insegura,1.0,0.9043165467625899,7.5
70000,180000,Balvanera,2.0,1.0,3.0,35.0,47.0,47.0,-34.61589,-58.40949,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--17195382,1,0,0,1,1,0,1,0,0,1489.3617021276596,1.0,0.31673993109183796,Insegura,1.0,0.4028776978417266,4.0
180000,173000,Balvanera,3.0,1.0,5.0,,121.0,145.0,-34.60935,-58.39782,https://www.argenprop.com/departamento-en-venta-en-balvanera-5-ambientes--18206484,0,0,0,0,0,0,0,0,0,1241.3793103448277,0.8344827586206897,0.15890459783770938,Insegura,1.0,0.16546762589928057,0.0
