Precio,Expensas,Dormitorios,Banos,Ambientes,Antiguedad,Sup_Cubierta_m2,Sup_Total_m2,Amenities,Losa_Central,Aire_Acond,Apto_Credito,Cochera,Seguridad,Luminoso,Balcon_Aterrazado,A_Estrenar,Precio_m2,Proporcion_Cubierta,Indice_Seguridad,Subte_Cerca,Barrio_Almagro,Barrio_Balvanera,Barrio_Belgrano,Barrio_Boedo,Barrio_Caballito,Barrio_Chacarita,Barrio_Constitucion,Barrio_Flores,Barrio_Floresta,Barrio_La Boca,Barrio_Nuñez,Barrio_Palermo,Barrio_Parque Patricios,Barrio_Puerto Madero,Barrio_Recoleta,Barrio_Retiro,Barrio_Saavedra,Barrio_San Nicolás,Barrio_San Telmo,Barrio_Villa Urquiza,Barrio_Villa del Parque,Categoria_Seguridad_Insegura,Categoria_Seguridad_Muy Insegura,Categoria_Seguridad_Muy Segura,Categoria_Seguridad_Segura,Prediccion_Precio
300000,19000,3.0,3.0,4.0,30.0,125.0,193.0,0,0,0,0,1,0,1,0,0,1554.4041450777202,0.6476683937823834,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,320602.0
250000,13000,2.0,1.0,3.0,60.0,100.0,100.0,0,0,1,0,0,0,0,0,0,2500.0,1.0,0.0871450635618391,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,191670.48
110000,20000,2.0,1.0,3.0,35.0,45.0,49.0,0,0,0,0,0,0,1,0,0,2244.8979591836733,0.9183673469387756,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,71486.17
79000,5000,3.0,1.0,4.0,40.0,75.0,85.0,0,0,0,0,0,0,1,0,0,929.4117647058824,0.8823529411764706,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,112352.27
125000,7925,1.0,1.0,2.0,10.0,56.0,98.0,0,0,0,0,1,0,1,0,0,1275.5102040816328,0.5714285714285714,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134074.4
420000,270000,3.0,4.0,4.0,3.0,82.0,92.0,1,1,1,1,1,0,1,0,0,4565.217391304348,0.8913043478260869,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,369213.84
299000,150000,4.0,3.0,5.0,110.0,217.0,217.0,0,0,1,1,0,0,1,0,0,1377.8801843317972,1.0,0.2963050968278484,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,294114.22
99000,60000,3.0,2.0,4.0,40.0,82.0,89.0,0,0,1,1,0,0,0,0,0,1112.3595505617975,0.9213483146067416,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,126001.51
250000,200000,2.0,3.0,3.0,10.0,85.0,90.0,0,0,1,1,1,0,1,0,0,2777.777777777778,0.9444444444444444,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,260659.47
82000,130000,1.0,1.0,2.0,47.0,47.0,47.0,1,1,1,0,0,0,1,0,0,1744.6808510638298,1.0,0.0497208031365093,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,86940.97
50000,50000,1.0,1.0,1.0,50.0,19.0,19.0,0,0,0,0,0,0,1,0,0,2631.5789473684213,1.0,0.0918973505999762,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,48072.812
145000,282000,2.0,2.0,3.0,63.0,63.0,63.0,1,0,0,0,0,1,0,0,0,2301.5873015873017,1.0,0.3446002138529167,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,120936.945
79000,200000,2.0,1.0,3.0,72.0,72.0,92.0,0,0,0,1,0,0,1,0,0,858.695652173913,0.782608695652174,0.3017702269217061,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,117950.06
115000,150000,1.0,1.0,1.0,5.0,35.0,35.0,1,0,0,1,0,0,1,0,0,3285.714285714286,1.0,0.0661755970060591,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,87741.83
45900,41000,1.0,1.0,2.0,37.0,27.0,27.0,0,0,0,0,1,1,1,0,0,1700.0,1.0,0.032374955447309,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58822.895
58000,233000,1.0,1.0,1.0,40.0,34.0,34.0,0,0,0,1,0,0,1,0,0,1705.8823529411766,1.0,0.0357609599619817,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64021.883
65000,160000,1.0,1.0,1.0,40.0,31.0,31.0,0,0,1,0,0,0,0,0,0,2096.7741935483878,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59039.848
40000,80000,1.0,1.0,2.0,70.0,19.0,19.0,0,0,0,0,0,0,0,0,0,2105.2631578947367,1.0,0.0326125697992158,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,42862.7
52000,90000,1.0,1.0,1.0,15.0,27.0,30.0,0,0,0,0,0,0,0,0,0,1733.3333333333333,0.9,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,53366.12
86500,163000,2.0,1.0,3.0,50.0,59.0,63.0,0,0,0,1,0,0,1,0,0,1373.015873015873,0.9365079365079364,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99368.516
64000,126000,2.0,1.0,3.0,50.0,46.0,46.0,0,0,0,1,0,0,0,0,0,1391.304347826087,1.0,0.0835808482832363,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,73554.984
50000,25000,1.0,1.0,1.0,80.0,30.0,30.0,0,0,1,1,0,0,1,0,0,1666.6666666666667,1.0,0.1451229654271117,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55665.297
100000,140000,1.0,1.0,1.0,2.0,38.0,38.0,0,0,0,1,0,0,1,0,0,2631.5789473684213,1.0,0.2502079125579185,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,94897.39
220000,148000,4.0,2.0,5.0,81.0,105.0,105.0,0,0,0,1,0,0,1,0,0,2095.2380952380954,1.0,0.0606510633242247,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,168165.2
143000,65000,2.0,2.0,3.0,60.0,80.0,80.0,0,0,0,1,0,0,1,0,0,1787.5,1.0,0.0365926101936556,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,130211.734
120000,150000,2.0,1.0,3.0,30.0,56.0,56.0,0,0,1,1,1,0,1,0,0,2142.8571428571427,1.0,0.1024711892598313,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,113528.016
50000,85000,1.0,1.0,1.0,30.0,17.0,17.0,0,0,1,0,0,0,1,0,0,2941.176470588235,1.0,0.0860757989782582,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,45904.22
57500,180000,1.0,1.0,2.0,30.0,40.0,40.0,0,0,1,1,0,0,1,0,0,1437.5,1.0,0.0699180230485921,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,81797.37
112000,235000,3.0,1.0,3.0,60.0,70.0,79.0,0,0,0,1,1,0,1,0,0,1417.7215189873418,0.8860759493670886,0.1466674587145063,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,139171.39
99000,200000,3.0,1.0,4.0,65.0,75.0,75.0,0,0,1,0,0,0,1,0,0,1320.0,1.0,0.0332660092669597,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,115411.74
75000,160000,2.0,1.0,3.0,61.0,59.0,59.0,0,0,0,1,0,0,1,0,0,1271.1864406779662,1.0,0.1044315076630628,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,91416.27
120000,300000,3.0,2.0,4.0,100.0,85.0,85.0,1,0,0,1,0,0,1,0,0,1411.764705882353,1.0,0.2266246881311631,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,140366.23
68000,100000,2.0,1.0,3.0,60.0,41.0,59.0,0,0,0,0,0,0,1,0,0,1152.542372881356,0.6949152542372882,0.1798740643934894,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,77978.734
100000,200000,3.0,3.0,6.0,42.0,107.0,140.0,0,0,0,0,0,0,0,0,0,714.2857142857143,0.7642857142857142,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,132734.9
179000,177000,2.0,1.0,3.0,80.0,77.0,77.0,0,0,0,0,0,0,1,0,1,2324.6753246753246,1.0,0.0572650588095521,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,136385.55
69900,200000,1.0,1.0,1.0,20.0,35.0,39.0,0,0,0,1,0,0,0,0,0,1792.3076923076924,0.8974358974358975,0.3135321373410954,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,72388.03
54000,70000,1.0,1.0,1.0,50.0,23.0,23.0,1,0,1,1,0,0,1,0,0,2347.826086956521,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49800.98
183000,230000,3.0,1.0,4.0,90.0,86.0,86.0,0,0,0,0,0,0,1,0,0,2127.906976744186,1.0,0.1207080907686823,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,131245.64
83000,95000,1.0,1.0,2.0,50.0,50.0,50.0,0,0,0,1,0,1,1,0,0,1660.0,1.0,0.1710823333729357,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,82978.78
195000,500000,3.0,1.0,6.0,50.0,155.0,176.0,0,0,0,0,1,0,1,0,0,1107.9545454545455,0.8806818181818182,0.0829274088154924,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,197771.06
79800,120000,1.0,1.0,1.0,40.0,35.0,35.0,0,0,0,1,0,0,1,0,0,2280.0,1.0,0.2668409171913983,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,66734.62
49000,90000,1.0,1.0,2.0,50.0,29.0,33.0,1,0,0,0,0,1,1,0,0,1484.8484848484848,0.8787878787878788,0.061839135083759,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,60659.266
90000,130000,2.0,1.0,3.0,51.0,48.0,48.0,0,0,1,1,0,0,1,0,0,1875.0,1.0,0.0203160270880361,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,86869.29
65000,124000,1.0,1.0,2.0,50.0,35.0,35.0,1,0,0,1,0,0,1,0,0,1857.142857142857,1.0,0.3372341689438042,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,66224.11
78000,200000,2.0,1.0,3.0,50.0,61.0,61.0,0,0,1,0,1,1,1,0,0,1278.688524590164,1.0,0.2668409171913983,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,116975.945
96000,130000,1.0,1.0,2.0,50.0,60.0,60.0,0,0,0,1,0,0,1,0,0,1600.0,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92235.43
83000,180000,1.0,1.0,1.0,2.0,24.0,24.0,1,0,0,0,0,0,0,0,0,3458.333333333333,1.0,0.1065700368302245,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69581.51
139000,130000,3.0,1.0,4.0,60.0,68.0,69.0,0,0,0,0,0,0,0,0,0,2014.4927536231885,0.9855072463768116,0.1207080907686823,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,110083.54
160000,183330,3.0,1.0,4.0,70.0,130.0,130.0,0,0,1,1,0,1,1,0,0,1230.7692307692307,1.0,0.0895212070809077,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,167840.55
85000,115000,1.0,1.0,2.0,80.0,48.0,49.0,1,0,0,0,0,0,1,0,0,1734.6938775510205,0.979591836734694,0.3252940477604847,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,81183.9
189000,263703,3.0,2.0,4.0,80.0,116.0,116.0,0,0,0,1,0,0,0,0,0,1629.3103448275865,1.0,0.1900320779375074,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,181195.23
77000,130000,2.0,1.0,3.0,66.0,55.0,55.0,0,0,0,1,0,0,0,0,0,1400.0,1.0,0.0221575383153141,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,81498.14
85000,110000,1.0,1.0,2.0,40.0,43.0,46.0,1,0,0,0,0,0,1,0,0,1847.8260869565215,0.9347826086956522,0.2638113342045859,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74806.48
79500,180000,1.0,1.0,2.0,70.0,53.0,53.0,1,0,0,0,0,0,0,0,0,1500.0,1.0,0.1207080907686823,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,84244.1
62000,120000,1.0,1.0,2.0,10.0,35.0,41.0,0,0,0,1,0,0,1,0,0,1512.1951219512196,0.8536585365853658,0.098372341689438,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,87487.68
39000,116000,1.0,1.0,1.0,40.0,20.0,20.0,0,0,0,1,0,0,1,0,0,1950.0,1.0,0.0326125697992158,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44632.055
58000,58000,1.0,1.0,1.0,30.0,22.0,22.0,0,0,0,0,0,0,0,0,0,2636.3636363636365,1.0,0.3397291196388262,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,51562.27
90000,109000,1.0,1.0,2.0,40.0,50.0,50.0,0,0,0,1,0,1,1,0,0,1800.0,1.0,0.1710823333729357,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,84703.24
99000,240000,2.0,1.0,3.0,45.0,64.0,64.0,0,0,0,1,0,0,1,0,0,1546.875,1.0,0.0437210407508613,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,98128.62
90000,340000,1.0,1.0,2.0,60.0,57.0,68.0,0,0,0,1,0,0,1,0,0,1323.529411764706,0.8382352941176471,0.0348105025543542,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,104094.05
110000,135000,2.0,1.0,3.0,80.0,60.0,60.0,0,0,0,1,1,1,1,0,0,1833.3333333333333,1.0,0.309670904122609,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,101002.16
76500,135000,2.0,1.0,3.0,50.0,48.0,48.0,1,0,1,0,0,0,0,0,0,1593.75,1.0,0.0204348342639895,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,84877.54
51500,110000,1.0,1.0,1.0,65.0,25.0,26.0,0,0,0,1,0,0,0,0,0,1980.7692307692307,0.9615384615384616,0.2891766662706427,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,49401.465
49000,4500,1.0,1.0,1.0,55.0,25.0,25.0,0,0,0,1,0,0,0,0,0,1960.0,1.0,0.0586313413330165,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,56774.348
199000,95000,4.0,1.0,6.0,100.0,160.0,167.0,0,0,0,0,0,0,0,0,0,1191.616766467066,0.9580838323353292,0.0191279553285018,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,182768.3
68000,50000,1.0,1.0,1.0,70.0,32.0,32.0,0,0,0,1,0,0,1,0,0,2125.0,1.0,0.0273850540572651,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,55081.22
80000,169700,2.0,1.0,3.0,60.0,55.0,55.0,0,0,1,0,0,0,0,1,0,1454.5454545454545,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93188.44
78000,35000,1.0,1.0,2.0,1.0,37.0,39.0,0,0,0,0,1,0,1,0,1,2000.0,0.9487179487179488,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,77962.97
81500,141000,1.0,1.0,2.0,28.0,41.0,41.0,0,0,0,1,0,0,1,0,0,1987.8048780487804,1.0,0.1334204585956991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,75299.836
65900,35000,1.0,1.0,2.0,45.0,40.0,50.0,0,0,0,0,0,0,1,0,0,1318.0,0.8,0.1018177497920874,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,78399.64
249900,130000,2.0,3.0,3.0,2.0,92.0,120.0,1,0,0,0,1,1,1,0,0,2082.5,0.7666666666666667,0.9979802780087916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,290027.97
50000,30000,1.0,1.0,1.0,70.0,30.0,30.0,0,0,0,1,0,0,1,0,0,1666.6666666666667,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54603.605
99000,190000,1.0,1.0,1.0,30.0,40.0,40.0,1,0,1,1,0,0,1,0,0,2475.0,1.0,0.2638113342045859,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,79012.01
76000,72000,3.0,2.0,4.0,40.0,71.0,71.0,1,0,0,1,0,0,0,0,0,1070.4225352112676,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112375.32
58000,70000,1.0,1.0,1.0,30.0,20.0,20.0,0,0,0,0,0,1,1,0,0,2900.0,1.0,0.1273018890340976,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,49496.6
89000,130000,1.0,1.0,1.0,7.0,28.0,36.0,1,0,0,1,0,0,1,0,0,2472.222222222222,0.7777777777777778,0.0685517405251276,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,76681.73
250000,10000,3.0,2.0,4.0,50.0,80.0,80.0,0,0,0,1,0,0,1,0,0,3125.0,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,185005.48
60000,90000,1.0,1.0,1.0,35.0,30.0,30.0,0,0,1,1,0,0,1,0,0,2000.0,1.0,0.073244623975288,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,62683.215
65000,120000,1.0,1.0,2.0,40.0,33.0,33.0,0,0,0,0,0,0,0,0,0,1969.6969696969695,1.0,0.073244623975288,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,62874.418
85000,140000,1.0,1.0,2.0,40.0,35.0,38.0,0,0,0,0,1,0,1,0,0,2236.842105263158,0.9210526315789472,0.136153023642628,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,73745.734
98000,145599,1.0,1.0,2.0,50.0,50.0,50.0,0,0,0,0,0,0,1,0,0,1960.0,1.0,0.0988475703932517,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,85465.13
174000,320000,2.0,1.0,3.0,6.0,89.0,89.0,0,0,0,1,1,0,1,0,0,1955.056179775281,1.0,0.070155637400499,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,196830.14
45000,36000,1.0,1.0,1.0,55.0,24.0,24.0,1,0,0,1,0,0,0,0,0,1875.0,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48248.52
57000,210000,1.0,1.0,2.0,29.0,39.0,39.0,1,0,1,1,0,1,1,0,0,1461.5384615384614,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83531.7
65000,112600,1.0,1.0,2.0,70.0,36.0,36.0,0,0,1,0,0,0,0,0,0,1805.555555555556,1.0,0.1150647499108946,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,62700.293
59000,60000,1.0,1.0,1.0,45.0,33.0,33.0,0,0,0,1,0,0,1,0,0,1787.878787878788,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61198.26
90000,90000,1.0,1.0,2.0,60.0,40.0,42.0,0,0,0,1,0,0,1,0,0,2142.8571428571427,0.9523809523809524,0.1589045978377093,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69541.28
35000,80000,1.0,1.0,1.0,1.0,18.0,18.0,1,0,1,0,0,0,1,0,0,1944.4444444444443,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55804.824
139000,133491,3.0,1.0,4.0,80.0,97.0,97.0,0,0,0,0,0,1,1,0,0,1432.9896907216496,1.0,0.0908280860163953,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,140532.06
86000,135000,1.0,1.0,2.0,45.0,39.0,39.0,0,0,0,1,0,0,0,0,0,2205.128205128205,1.0,0.1032434359035285,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,68410.9
105000,207000,3.0,2.0,5.0,80.0,105.0,105.0,0,0,0,0,0,1,1,0,0,1000.0,1.0,0.0726505880955209,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,161955.34
65900,40000,1.0,1.0,2.0,40.0,41.0,41.0,0,0,0,1,1,1,0,0,0,1607.3170731707316,1.0,0.1079363193536889,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,68205.35
53000,159000,1.0,1.0,1.0,53.0,35.0,35.0,0,0,1,1,1,1,0,0,0,1514.2857142857142,1.0,0.0409290721159557,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,65391.527
58000,100000,1.0,1.0,2.0,40.0,27.0,27.0,0,0,1,0,0,0,1,0,0,2148.1481481481483,1.0,0.3115124153498871,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,59484.69
79800,270000,1.0,1.0,2.0,50.0,40.0,40.0,0,0,0,1,1,1,1,0,0,1995.0,1.0,0.1082333372935725,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,81857.055
52000,115000,1.0,1.0,2.0,40.0,30.0,30.0,0,0,0,1,0,0,1,0,0,1733.3333333333333,1.0,0.3326006890816205,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,63290.285
63000,70000,1.0,1.0,1.0,45.0,33.0,33.0,0,0,0,0,0,0,1,0,0,1909.090909090909,1.0,0.0566710229297849,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,61475.97
90000,106000,2.0,1.0,3.0,40.0,46.0,46.0,0,0,0,1,0,0,1,0,0,1956.5217391304348,1.0,0.076155399786147,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,77882.47
56000,230000,1.0,1.0,2.0,46.0,36.0,36.0,1,0,0,1,0,0,0,0,0,1555.5555555555557,1.0,0.0867292384460021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66257.97
70000,270000,1.0,1.0,1.0,20.0,39.0,39.0,0,0,1,1,0,0,0,0,0,1794.871794871795,1.0,0.3779850302958298,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,81584.17
90000,170000,3.0,2.0,4.0,40.0,62.0,76.0,0,0,0,1,0,0,1,0,0,1184.2105263157894,0.8157894736842105,0.0648093144825947,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,114111.08
75000,150000,1.0,1.0,2.0,50.0,31.0,31.0,0,0,0,1,1,0,0,0,0,2419.3548387096776,1.0,0.088630153261257,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,65357.547
63000,325000,1.0,1.0,1.0,35.0,25.0,25.0,0,0,0,0,0,0,1,0,0,2520.0,1.0,0.0196625876202922,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58559.49
140000,160000,2.0,1.0,3.0,50.0,103.0,129.0,0,0,0,1,0,0,0,0,0,1085.2713178294573,0.7984496124031008,0.0428893905191873,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,145307.23
120000,170400,1.0,1.0,2.0,65.0,48.0,48.0,0,0,1,0,0,0,0,0,0,2500.0,1.0,0.2827610787691577,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,85618.24
