Precio,Expensas,Dormitorios,Banos,Ambientes,Antiguedad,Sup_Cubierta_m2,Sup_Total_m2,Amenities,Losa_Central,Aire_Acond,Apto_Credito,Cochera,Seguridad,Luminoso,Balcon_Aterrazado,A_Estrenar,Precio_m2,Proporcion_Cubierta,Indice_Seguridad,Subte_Cerca,Barrio_Almagro,Barrio_Balvanera,Barrio_Belgrano,Barrio_Boedo,Barrio_Caballito,Barrio_Chacarita,Barrio_Constitucion,Barrio_Flores,Barrio_Floresta,Barrio_La Boca,Barrio_Nuñez,Barrio_Palermo,Barrio_Parque Patricios,Barrio_Puerto Madero,Barrio_Recoleta,Barrio_Retiro,Barrio_Saavedra,Barrio_San Nicolás,Barrio_San Telmo,Barrio_Villa Urquiza,Barrio_Villa del Parque,Categoria_Seguridad_Insegura,Categoria_Seguridad_Muy Insegura,Categoria_Seguridad_Muy Segura,Categoria_Seguridad_Segura,Prediccion_Precio
195000,150000,3.0,2.0,4.0,45.0,72.0,76.0,0,0,0,0,1,0,1,0,0,2565.7894736842104,0.9473684210526316,0.9685755019603184,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,169524.39
75000,110000,1.0,1.0,2.0,40.0,36.0,46.0,0,0,0,1,0,0,1,0,0,1630.4347826086955,0.782608695652174,0.9145479386954972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83802.32
179500,320000,1.0,1.0,3.0,10.0,60.0,65.0,1,1,0,1,0,0,1,0,0,2761.538461538461,0.9230769230769232,0.9145479386954972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,179978.31
330000,280000,3.0,2.0,4.0,30.0,88.0,88.0,1,1,0,1,1,0,0,0,0,3750.0,1.0,0.9145479386954972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,261049.36
370000,458230,2.0,2.0,3.0,4.0,70.0,90.0,1,0,0,0,1,1,1,0,0,4111.111111111111,0.7777777777777778,0.8443031959130332,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,335127.03
119000,130000,1.0,1.0,2.0,10.0,43.0,48.0,1,1,0,1,0,0,0,0,0,2479.1666666666665,0.8958333333333334,0.9661993584412498,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,116495.84
161000,227000,3.0,1.0,4.0,20.0,74.0,77.0,1,0,0,1,0,0,1,0,0,2090.909090909091,0.961038961038961,0.9056671022929784,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,160951.48
100000,60000,1.0,1.0,2.0,40.0,40.0,50.0,0,0,0,0,0,0,1,0,0,2000.0,0.8,0.9145479386954972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89457.56
89000,151058,1.0,1.0,2.0,40.0,42.0,44.0,1,0,0,1,0,0,0,0,1,2022.7272727272727,0.9545454545454546,0.8801235594629916,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,89963.62
115000,130000,1.0,1.0,1.0,7.0,41.0,41.0,1,0,1,0,1,0,1,0,0,2804.878048780488,1.0,0.9168349768326008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,103735.11
94000,125000,1.0,1.0,1.0,7.0,41.0,41.0,1,0,1,0,0,0,1,0,0,2292.682926829268,1.0,0.9168349768326008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,99430.08
159900,295000,2.0,1.0,3.0,45.0,58.0,84.0,1,0,0,1,0,0,1,0,0,1903.571428571429,0.6904761904761905,0.860520375430676,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,144941.33
115000,130000,1.0,1.0,2.0,7.0,40.0,75.0,1,0,1,1,0,0,1,0,1,1533.3333333333333,0.5333333333333333,0.9168349768326008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,119109.35
125000,120000,1.0,1.0,2.0,10.0,43.0,43.0,0,0,0,1,0,0,0,1,0,2906.9767441860463,1.0,0.9564571700130688,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,106879.97
249000,150000,2.0,1.0,3.0,2.0,80.0,84.0,0,0,0,0,1,0,0,0,0,2964.285714285714,0.9523809523809524,0.9581798740643936,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,241759.83
89000,130000,1.0,1.0,1.0,8.0,32.0,32.0,1,0,1,0,1,0,0,0,0,2781.25,1.0,0.9307354164191516,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,86817.96
93000,150000,1.0,1.0,2.0,15.0,31.0,44.0,1,0,1,0,0,0,1,0,0,2113.6363636363635,0.7045454545454546,0.9182606629440418,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,97643.32
138000,92000,2.0,1.0,3.0,49.0,65.0,65.0,0,0,0,0,0,0,1,0,0,2123.076923076923,1.0,0.9145479386954972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122280.984
132000,180000,1.0,1.0,2.0,15.0,39.0,44.0,0,0,0,0,1,0,1,0,0,3000.0,0.8863636363636364,0.792443863609362,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,124353.94
260000,390000,2.0,2.0,3.0,1.0,75.0,79.0,1,0,0,0,1,1,1,0,0,3291.1392405063293,0.9493670886075948,0.9145479386954972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,270496.28
138000,175000,1.0,2.0,2.0,11.0,43.0,64.0,1,0,0,1,1,0,0,0,0,2156.25,0.671875,0.925092075561364,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,139709.47
69000,152000,1.0,1.0,2.0,60.0,30.0,37.0,1,0,0,1,0,1,0,0,0,1864.8648648648648,0.8108108108108109,0.7879885945111085,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76199.43
100000,60000,1.0,1.0,2.0,40.0,40.0,40.0,0,0,0,0,0,0,1,0,0,2500.0,1.0,0.8086610431270049,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,79481.625
120000,150000,2.0,1.0,3.0,40.0,60.0,60.0,1,0,1,1,1,0,1,0,1,2000.0,1.0,0.9533681834382796,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,129492.305
103000,115000,1.0,1.0,1.0,6.0,28.0,41.0,1,0,0,1,1,0,1,0,0,2512.19512195122,0.6829268292682927,0.975703932517524,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,87860.58
87000,80000,1.0,1.0,1.0,8.0,33.0,33.0,1,0,0,0,0,0,1,0,0,2636.3636363636365,1.0,0.9478436497564452,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,84449.445
220000,135000,2.0,2.0,3.0,1.0,69.0,75.0,1,1,1,0,1,0,0,1,1,2933.333333333333,0.92,0.9213496495188308,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,236562.48
89500,170000,1.0,1.0,1.0,5.0,29.0,32.0,1,0,0,1,0,0,1,0,0,2796.875,0.90625,0.8402043483426399,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,90826.96
95000,140000,1.0,1.0,2.0,10.0,35.0,47.0,1,0,0,0,0,0,0,0,0,2021.276595744681,0.7446808510638298,0.970119995247713,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100958.98
125000,115000,1.0,1.0,2.0,6.0,40.0,45.0,0,0,1,1,0,0,1,0,0,2777.777777777778,0.8888888888888888,0.9145479386954972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109543.25
75000,73000,1.0,1.0,2.0,60.0,45.0,45.0,0,0,0,0,0,0,1,0,0,1666.6666666666667,1.0,0.9272306047285256,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79657.41
210000,220000,3.0,1.0,4.0,40.0,94.0,94.0,0,0,0,0,0,0,1,0,0,2234.0425531914893,1.0,0.7831769038849946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,188646.86
169000,300000,3.0,2.0,4.0,40.0,90.0,90.0,0,0,0,0,1,0,1,0,0,1877.7777777777776,1.0,0.8147202091006297,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,224559.02
105000,300000,1.0,1.0,1.0,18.0,45.0,50.0,1,0,0,1,1,0,1,0,0,2100.0,0.9,0.9316858738267793,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,133596.28
115000,145000,2.0,1.0,3.0,50.0,58.0,64.0,0,0,0,1,0,0,1,1,0,1796.875,0.90625,0.7714149934656054,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,119409.97
